opéra,opera,J'adore aller à l'opéra pour profiter des magnifiques performances.
chic,stylish,Ton look est vraiment chic.
commerce,trade,Le commerce international se développe rapidement.
puits,well,Je me souviens d'avoir bu de l'eau fraîche du puits de grand-père.
sincère,sincere,Je suis sincère quand je partage mes sentiments.
statue,statue,La statue se trouve dans le parc central.
cap,Cape,Le cap d'Antibes offre une vue spectaculaire sur la mer.
sécher,To dry,Je sèche mon linge au soleil.
meuble,furniture,Ce meuble en chêne apporte une touche élégante à notre salon.
empire,empire,L'empire romain a profondément marqué l'histoire de l'Europe.
employer,to use,J'emploie souvent cette méthode pour améliorer ma compréhension en français.
pro,professional,Je suis un pro en programmation.
hôte,host,L'hôte a accueilli chaleureusement ses invités lors de la soirée.
régime,diet,Je suis sous un régime alimentaire équilibré depuis quelques semaines.
physique,physics,J'aime étudier la physique au lycée.
passager,passenger,Le passager attend son vol à l'aéroport.
volontiers,gladly,Je viendrai volontiers à la réunion.
mouiller,to wet,Je mouille les fleurs avec de l'eau chaque matin.
top,top,Ce concert était top !
populaire,popular,Ce film est très populaire parmi les adolescents.
man,man,Ce man travaille dans un café branché.
alarme,alarm,J'ai réglé mon alarme pour me réveiller à six heures.
frigo,fridge,Je mets toujours le lait dans le frigo.
conséquence,consequence,La conséquence de son choix a influencé le reste des événements.
demi-tour,U-turn,Le conducteur a fait un demi-tour pour éviter un obstacle sur la route.
fauteuil,armchair,Je m'assois dans mon fauteuil préféré pour lire un livre.
bagarre,fight,Je n'ai jamais participé à une bagarre.
correct,correct,Le résultat du test est correct.
sauce,sauce,La sauce béarnaise est délicieuse avec ce steak.
tunnel,tunnel,Le train traverse le tunnel à grande vitesse.
déclencher,trigger,Je déclenche l'alarme dès que je détecte un mouvement suspect.
drap,sheet,Je change le drap de mon lit chaque semaine.
expression,expression,L'expression de sa joie était évidente.
conduite,driving,Sa conduite est très prudente sur les routes mouillées.
surveillance,surveillance,La surveillance vidéo aide à prévenir les actes de vandalisme dans le quartier.
contrer,to counter,Vous contrez les critiques injustes lors du débat.
illusion,illusion,L'illusion d'optique de l'artiste a émerveillé tous les visiteurs.
scénario,scenario,Le scénario du film était captivant.
union,union,L'union fait la force.
rideau,curtain,J'ai tiré le rideau pour bloquer la lumière du soleil.
communiquer,to communicate,Je communique clairement mes idées.
territoire,Territory,"""Le territoire de cette région est remarquable pour sa biodiversité."""
nègre,Negro,Le terme « nègre » est aujourd'hui considéré comme offensant et n'est plus utilisé dans le langage courant.
poésie,poetry,La poésie de Baudelaire touche le cœur de ses lecteurs.
tentative,attempt,Sa tentative de résoudre le problème a été courageuse.
nôtre,ours,Cette maison est nôtre.
profondément,deeply,Je suis profondément touché par ton message.
pénétrer,to penetrate,Je pénètre dans le bâtiment pour vérifier la sécurité.
secouer,to shake,Je secoue la bouteille avant de servir la boisson.
renseignement,information,Le renseignement fourni par la bibliothécaire a grandement facilité mes recherches.
fréquenter,to frequent,Je fréquente ce café chaque samedi.
cingler,to lash,Je cingle le fouet avec énergie pendant le spectacle équestre.
franchir,to cross,Je franchis le pont pour aller au marché chaque matin.
évanouir,to faint,Je m'évanouis souvent lors de fortes chaleurs.
entretien,maintenance,L'entretien de la voiture est nécessaire pour garantir sa longévité.
objectif,objective,Mon objectif est de réussir mes examens.
trente,thirty,J'ai trente ans.
soutien,support,Le soutien de mes amis m'a aidé à traverser des moments difficiles.
boucle,loop,La boucle de ma ceinture est en or.
caractère,character,Il a un caractère charmant qui séduit tous ceux qu'il rencontre.
emballer,to wrap,J'emballe mon cadeau avec soin pour l'anniversaire.
alliance,Alliance,L'alliance entre ces deux entreprises a permis d'innover dans le domaine technologique.
hâte,haste,Il est parti avec hâte pour attraper son train.
négocier,negotiate,Je négocie les termes du contrat avec soin.
démolir,to demolish,Je démolis l'ancien bâtiment pour faire place à un nouveau centre culturel.
as,have,Vous avez un rendez-vous important cet après-midi.
jury,Jury,Le jury a rendu son verdict après une longue délibération.
clinique,clinic,Je vais à la clinique pour un contrôle médical.
planquer,to hide,Je planque mes clés dans un tiroir secret.
barre,bar,Je soulève la barre à la salle de sport.
misère,misery,La misère était visible dans tous les quartiers de la ville.
clairement,Clearly,Il exprime clairement ses idées pendant la réunion.
concevoir,conceive,Je conçois un plan pour améliorer notre quartier.
fumier,manure,Le fumier est utilisé pour enrichir le sol du jardin.
production,production,La production de cette usine a considérablement augmenté cette année.
comité,Committee,Le comité se réunira demain pour discuter des projets futurs.
navrer,to sadden,Je navre de voir la tristesse dans ses yeux.
fameux,famous,Ce film est fameux pour sa réalisation exceptionnelle.
auto,car,J'ai acheté une auto d'occasion l'année dernière.
large,wide,La avenue est large et accueillante.
mamie,grandma,Ma mamie adore nous raconter des histoires de son enfance.
bâtir,to build,Je bâtis une maison moderne.
trahison,betrayal,La trahison de son meilleur ami l'a profondément blessé.
canapé,Sofa,J'aime me détendre sur le canapé avec un bon livre.
boisson,drink,Je prends une boisson fraîche en terrasse.
laid,ugly,Ce tableau est laid.
étrangler,to strangle,"Je n'étrangle jamais personne, même en situation de colère."
progrès,progress,Les progrès de la technologie améliorent notre quotidien.
riz,Rice,J'aime manger du riz avec du poulet pour le dîner.
signature,signature,Veuillez apposer votre signature en bas du document.
consulter,to consult,Je consulte souvent mon médecin pour avoir des conseils.
