bourrer,to stuff,Je bourre la dinde avec de la farce avant de la cuire.
comédie,comedy,J'adore aller au cinéma pour voir une comédie.
rock,rock,J'écoute du rock ce soir lors du concert.
rumeur,rumor,La rumeur se propage rapidement dans le quartier.
véhicule,vehicle,Le véhicule est moderne et confortable pour les longs trajets.
cassé,broken,Je l'ai cassé accidentellement ce matin.
transporter,to transport,Je transporte les marchandises au marché chaque matin.
jouir,to enjoy,Je jouis de chaque instant passé avec mes amis.
saurer,to sour,Je constate que le lait commence à saurer lorsqu'il est laissé à température ambiante.
phrase,sentence,La phrase que vous avez écrite est très évocatrice.
navire,ship,Le navire traverse l'océan à toute vitesse.
cabinet,office,Je travaille dans un cabinet d'avocats.
tenue,outfit,Elle porte une tenue élégante pour le gala.
fonction,function,La fonction principale de cet appareil est de faciliter la communication.
souris,mouse,La souris se faufile rapidement dans la cuisine.
quinze,fifteen,J'ai quinze ans.
étendre,to spread out,J'étends mes bras pour profiter du soleil.
direct,direct,Il a emprunté une route directe pour rentrer chez lui.
tasse,cup,Je bois mon café dans une tasse bleue.
blessé,injured,Je me suis blessé pendant le match de football.
roue,wheel,La roue de mon vélo est cassée.
plante,plant,Cette plante a besoin d'eau et de soleil.
uniquement,only,Je fais uniquement du jogging le matin.
idéal,ideal,Ce choix est idéal pour notre projet.
sel,Salt,J'ajoute toujours une pincée de sel dans ma soupe pour en rehausser la saveur.
douze,twelve,J'ai douze ans.
circonstance,circumstance,"Dans cette circonstance, je préfère réfléchir avant d'agir."
salade,salad,J'aime préparer une salade avec des tomates fraîches et du concombre.
salopard,bastard,Je ne peux pas croire que ce salopard m'ait trahi.
au-delà,beyond,Il y a des mystères au-delà de la compréhension humaine.
cercle,circle,Le cercle de distingués invités s'est réuni pour célébrer l'anniversaire du musée.
piéger,to trap,Je piège la souris dans la cuisine grâce à un piège astucieux.
chauffer,to heat,Je chauffe la voiture avant de partir.
gouverneur,governor,Le gouverneur a annoncé de nouvelles mesures pour améliorer la sécurité dans la région.
garce,bitch,Cette garce a trahi la confiance de ses amies.
solide,solid,La table en chêne est solide.
franc,frank,Je suis franc avec mes amis lors de discussions importantes.
cuire,to cook,Je cuis des légumes pour le dîner ce soir.
promis,promised,Je vous ai promis d'arriver à l'heure.
anneau,ring,Je porte un anneau en argent offert par ma grand-mère.
chagrin,sorrow,"Après la rupture, elle a vécu un chagrin intense."
paire,pair,J'ai acheté une nouvelle paire de chaussures.
pré,meadow,Le pré est verdoyant au printemps.
vague,wave,La vague s'est brisée sur le rivage ce matin.
fleuve,River,Le fleuve traverse plusieurs régions avant de se jeter dans l'océan.
domaine,domain,Le domaine de l'informatique continue d'évoluer rapidement.
soulager,relieve,Je soulage ma douleur avec un repos bien mérité.
immense,immense,La cathédrale de cette ville est immense.
ha,Ha,Ha ! Quelle surprise !
mercredi,Wednesday,Je vais au marché mercredi.
pourvoir,to provide,Je pourvois toujours aux besoins essentiels de ma famille.
placard,closet,Je range mon manteau dans le placard.
fermé,closed,La porte est fermée pour la nuit.
fan,fan,Je suis un grand fan de musique rock.
jugement,judgment,Le jugement rendu par le tribunal a surpris tout le monde.
r,R,La lettre R se trouve entre Q et S dans l'alphabet.
magazine,magazine,J'ai acheté un magazine intéressant hier.
estimer,to estimate,J'estime que ce projet demandera beaucoup de temps.
renfort,reinforcement,Le renfort apporté par l'équipe a permis de surmonter les difficultés.
relâcher,to release,Je relâche la tension après une journée stressante.
réputation,reputation,La réputation de cette entreprise est bien établie dans le secteur.
officiel,Official,La déclaration officielle a rassuré la population.
poubelle,trash can,Je jette les papiers dans la poubelle.
for,strong,Je suis fort en mathématiques.
degré,degree,Le degré de difficulté de cet examen est très élevé.
moderne,modern,Le design moderne de ce bâtiment attire de nombreux visiteurs.
pile,battery,J'ai remplacé la pile de ma télécommande ce matin.
tension,tension,La tension dans la salle était palpable avant le début du spectacle.
règlement,regulation,Le règlement de l'hôtel est affiché à l'accueil.
assiette,plate,J'ai mis l'assiette sur la table.
dit,says,Je dis toujours la vérité.
craquer,to crack,Je craque pour le chocolat.
serment,oath,Le ministre a prononcé son serment d'allégeance devant le parlement.
chanteur,singer,Le chanteur a captivé le public avec sa performance exceptionnelle.
merveille,wonder,Ce paysage est vraiment une merveille.
soudain,Suddenly,"Soudain, le téléphone a sonné."
décoller,to take off,Je décolle de l'aéroport à l'heure prévue.
ingénieur,engineer,Je suis ingénieur dans une entreprise innovante.
réserve,reserve,La réserve naturelle abrite de nombreuses espèces rares.
autorisation,authorization,J'ai obtenu une autorisation spéciale pour entrer dans la zone réservée.
débile,dumb,Cette idée est débile.
jaune,Yellow,La voiture est jaune.
voyou,thug,Ce voyou a tenté de s'enfuir après le vol.
disposer,to arrange,Je dispose mes meubles de façon harmonieuse dans mon appartement.
publier,publish,Je publie un nouvel article sur mon blog chaque semaine.
récemment,recently,"Récemment, j'ai commencé à apprendre l'espagnol."
grimper,to climb,Je grimpe l'escalier pour atteindre le balcon.
naturellement,naturally,Elle réagit naturellement face aux défis de la vie.
tache,stain,La tache sur ma chemise est difficile à enlever.
réjouir,to delight,Je me réjouis de vous revoir bientôt.
draguer,to flirt,Je drague souvent dans ce café pour rencontrer de nouvelles personnes.
réclamer,to demand,Je réclame une explication claire.
