lion,lion,Le lion se promène majestueusement dans la savane.
toutes,all,Toutes les fleurs du jardin sont en pleine floraison.
baron,baron,Le baron possède un château magnifique dans la campagne française.
tomate,tomato,La tomate est un ingrédient essentiel dans la salade niçoise.
congé,leave,Je pars en congé la semaine prochaine.
musée,museum,Le musée accueille des expositions d'art contemporain.
vilain,ugly,Ce chat est vilain.
tester,to test,Je teste le nouveau produit aujourd'hui.
bijoux,jewelry,Je porte toujours mes bijoux de famille.
occupé,busy,Je suis occupé à préparer le rapport.
crème,cream,J'ai ajouté de la crème dans mon café ce matin.
piper,to pipe,Je pipe une mélodie joyeuse lors de la fête.
arrestation,arrest,L'arrestation du suspect a eu lieu hier soir.
reconnaissant,grateful,Je suis reconnaissant pour votre aide précieuse.
tournée,Tour,La tournée de concerts de ce groupe a captivé le public.
diamant,diamond,Le diamant scintille sous les rayons du soleil.
tradition,tradition,Je respecte la tradition familiale qui se transmet de génération en génération.
cardiaque,cardiac,La radiographie a révélé une anomalie cardiaque qui nécessitait une intervention immédiate.
ordinaire,ordinary,La journée ordinaire s'est transformée en une surprise inattendue.
génération,generation,La nouvelle génération se distingue par son enthousiasme pour les nouvelles technologies.
voile,sail,Le voilier a hissé sa voile pour attraper le vent.
plaque,plate,La plaque en métal a été installée devant le restaurant.
éducation,Education,L'éducation est la clé du succès dans la vie.
commandement,Commandment,L'un des dix commandements de la Bible est de respecter ses parents.
renseigner,to inform,Je me renseigne sur les horaires de train.
vieillir,to grow old,Je vieillis avec grâce chaque année.
civil,civil,Il est essentiel de respecter les normes civiles pour maintenir l’ordre et la justice dans la société.
rythme,rhythm,Le rythme de la musique me donne envie de danser.
ennuyeux,boring,Ce film est ennuyeux et je m'endors presque en le regardant.
texte,text,J'ai lu un texte fascinant dans le magazine hier.
développer,to develop,Je développe un projet innovant.
légende,legend,La légende raconte qu'un vieux château est habité par des esprits mystérieux.
ruiner,ruin,Je ruine mes économies en faisant des achats impulsifs.
répandre,to spread,Je répands la bonne nouvelle dans tout le quartier.
normalement,normally,"Normalement, je prends le train pour aller au travail."
ongle,nail,Je remarque que l'ongle de mon doigt est cassé.
électrique,electric,La voiture électrique parcourt la ville sans bruit.
incident,incident,L'incident a été résolu rapidement par la police.
brancher,to plug in,Je branche l'ordinateur à la prise.
liaison,connection,La liaison entre le métro et le bus facilite nos déplacements.
section,section,La section des langues étrangères offre de nombreux ateliers interactifs.
transport,transportation,Le transport en commun facilite la vie quotidienne des habitants.
gay,gay,Je suis gay.
entraînement,training,L'entraînement quotidien est essentiel pour améliorer ses performances.
douer,to endow,Je doue mes enfants d'un grand sens de la compassion.
réfléchi,reflected,J'ai réfléchi à ta proposition avant de répondre.
fumée,smoke,La fumée s'échappe de la cheminée par une froide matinée d'hiver.
plomb,lead,"Le plomb était autrefois utilisé dans les tuyaux, mais il est maintenant interdit à cause de ses risques pour la santé."
expert,expert,Je suis un expert en informatique.
tapis,carpet,Je passe l'aspirateur sur le tapis du salon.
version,version,Voici la version définitive de ma présentation.
cependant,however,"J'aime le café, cependant je préfère le thé."
ho,Hey,"Ho, attends un instant !"
cieux,heavens,Les cieux s’illuminèrent d’étoiles lors de la nuit d'été.
abuser,to abuse,Je n'abuse jamais de la confiance que mes amis me donnent.
cabine,cabin,Nous avons réservé une cabine pour notre voyage en mer.
gai,cheerful,Je me sens gai quand le soleil brille.
hauteur,height,La hauteur de cette montagne est impressionnante.
blé,Wheat,Le blé est récolté au milieu de l'été dans les grandes plaines de France.
dégueulasse,disgusting,Cette pizza est dégueulasse.
oignon,onion,J'ajoute un oignon haché dans ma salade pour lui donner du goût.
couche,to go to bed,Je me couche à dix heures chaque soir.
net,clear,Ce graphique montre une séparation nette entre les deux groupes.
reparler,to speak again,Je reparle souvent de ce film avec mes amis.
collier,necklace,Elle porte un magnifique collier en or.
équipage,crew,Le capitaine a félicité l'équipage pour son travail exceptionnel pendant la traversée.
illégal,Illegal,Il est illégal de vendre des médicaments sans autorisation.
soupçonner,to suspect,Je soupçonne qu'il ne soit pas totalement sincère.
vain,futile,Ses efforts ont été vains face à l'adversité.
bibliothèque,library,Je passe souvent du temps à la bibliothèque pour étudier.
conférence,conference,J'ai assisté à une conférence sur les énergies renouvelables hier.
persuader,persuade,Je vous persuade que cette méthode est efficace.
reprocher,to reproach,Je te reproche d'avoir oublié mon anniversaire.
étonnant,Astonishing,Ce film est vraiment étonnant.
incendie,fire,L'incendie a détruit plusieurs maisons dans le quartier.
âgé,aged,Je suis âgé de 40 ans.
semer,to sow,Je sème des graines dans mon jardin.
sénateur,senator,Le sénateur a proposé une réforme importante lors de la séance parlementaire.
paniquer,panic,Je panique quand j'entends un bruit étrange.
poison,poison,Le poison dans la rivière menace la faune locale.
déclaration,declaration,La déclaration de ses sentiments a touché tout le monde.
garantir,to guarantee,Je garantis la sécurité de nos clients.
veine,vein,J'ai découvert une veine d'or lors de ma randonnée en montagne.
tempête,storm,La tempête a surpris tout le monde en pleine nuit.
accusation,accusation,L'accusation portée contre elle a surpris tout le monde.
cloche,bell,La cloche de l'église sonne à midi.
amen,Amen,"À la fin de la prière, tout le monde a dit ""amen""."
bandit,bandit,Le bandit a été arrêté par la police lors du braquage.
dévorer,to devour,Je dévore un délicieux gâteau.
drapeau,Flag,Le drapeau français flotte fièrement au vent.
détacher,to detach,Je détache le ruban de la boîte cadeau.
bourse,Scholarship,J'ai obtenu une bourse pour étudier à l'étranger.
récompense,reward,Il a reçu une récompense pour son dévouement exceptionnel.
enquêter,investigate,Je mène une enquête sur le crime.
mesurer,to measure,Je mesure chaque ingrédient avec précision pour la recette.
volant,Steering wheel,Le volant de ma voiture est très ergonomique.
gris,gray,Le ciel est gris aujourd'hui.
solitude,solitude,La solitude peut être apaisante lorsque je prends le temps de réfléchir.
empoisonner,to poison,Je n'empoisonne jamais la soupe que je prépare pour ma famille.
mystérieux,mysterious,Le sourire mystérieux du peintre a captivé l'attention de tous.
opéra,Opera,Je suis allé à l'opéra hier soir pour écouter une symphonie magnifique.
