leçon,lesson,"Aujourd'hui, nous avons une leçon de mathématiques très intéressante."
violence,violence,La violence n'est jamais une solution aux problèmes.
ministre,minister,Le ministre a annoncé de nouvelles mesures pour améliorer l'économie.
rompre,to break,J'ai décidé de rompre avec lui après tant de conflits.
titre,title,Le titre de ce livre est très accrocheur.
éclater,to burst,Le ballon a éclaté quand il a touché le bord sharp.
alcool,alcohol,Il est important de consommer de l'alcool avec modération.
poulet,chicken,J'aime préparer un poulet rôti le dimanche.
péché,sin,Il a confessé son péché lors de la messe.
invité,guest,J'ai invité tous mes amis à ma fête d'anniversaire.
court,short,Ce pantalon est trop court pour moi.
éloigner,to éloign,Il est important d'éloigner les enfants des dangers.
porc,pork,J'aime cuisiner des côtelettes de porc pour le dîner.
allonger,lengthen,Il a décidé d'allonger son parcours de course pour améliorer son endurance.
front,forehead,Elle a un joli front.
appuyer,to support/ to press,Il a décidé d'appuyer son ami dans cette période difficile.
résoudre,to solve,Nous devons résoudre ce problème avant la réunion.
com,dot (as in internet domain component),"J'ai récemment acheté le nom de domaine pour mon site web, et il se termine par "".com""."
artiste,artist,L'artiste a exposé ses nouvelles œuvres à la galerie.
geste,gesture,Elle a fait un geste amical en saluant tout le monde.
os,bone,Le chien a enterré un os dans le jardin.
université,university,Je vais étudier à l'université l'année prochaine.
chauffeur,driver,Le chauffeur de taxi m'a emmené à l'aéroport.
s,s,Il est important de s'occuper de sa santé.
fabriquer,to manufacture,Nous allons fabriquer des jouets pour les enfants.
mouvement,movement,Le mouvement des oiseaux dans le ciel est fascinant.
marque,brand,J'aime acheter des vêtements de ma marque préférée.
agréable,pleasant,Le temps est agréable aujourd'hui.
autrement,otherwise,Il faut que nous agissions autrement si nous voulons réussir.
nombre,number,Le nombre de participants à l'événement a dépassé nos attentes.
balancer,to swing / to balance,Elle a décidé de balancer le panier pour que tout le monde puisse prendre un bonbon.
vitesse,speed,La vitesse à laquelle il court est impressionnante.
filmer,to film,Nous allons filmer la scène dans le parc demain.
chaise,chair,J'ai acheté une nouvelle chaise pour ma salle à manger.
puissant,powerful,Ce moteur est très puissant et peut faire tourner la machine rapidement.
manteau,coat,J'ai acheté un nouveau manteau pour l'hiver.
ouvert,open,La porte est ouverte pour accueillir les invités.
joyeux,joyful,Les enfants étaient joyeux en jouant dans le parc.
déconner,to mess around / to joke around,Arrête de déconner et concentre-toi sur tes études.
saint,saint,Il y a une église dédiée à ce saint dans notre village.
heureusement,fortunately,"Heureusement, il a réussi à terminer le projet à temps."
naturel,natural,La beauté du paysage est vraiment naturelle.
voiler,to veil,Elle a décidé de voiler son visage avec un joli foulard.
naissance,birth,La naissance de mon petit frère a été un moment très spécial pour toute la famille.
former,to form,Ils vont former une équipe pour le projet.
signal,signal,Le signal de l'alarme a retenti dans tout le bâtiment.
concentrer,concentrate,Il est important de se concentrer pour bien réussir l'examen.
succès,success,Son livre a connu un grand succès auprès des lecteurs.
nana,girl,J'ai rencontré une nana sympa au café hier.
enfoiré,bastard,"Ce gars est vraiment un enfoiré, il a trahi tous ses amis."
infirmier,nurse,L'infirmier a pris soin des patients toute la nuit.
relever,to raise,Je dois relever le niveau de mon travail pour réussir cet examen.
fruit,fruit,J'aime manger des fruits frais tous les jours.
retraite,retirement,Elle a prévu de partir à la retraite dans deux ans.
violer,to violate,Il est inacceptable de violer les droits des autres.
page,page,J'ai écrit mes notes sur la page de droite.
oeuf,egg,J'aime faire une omelette avec un oeuf frais.
coffre,chest,J'ai trouvé des trésors dans le coffre en bois de mon grand-père.
neige,snow,La neige recouvre les montagnes en hiver.
star,star,La star du film a remporté plusieurs prix.
sérieusement,Seriously,Tu dois sérieusement considérer cette offre.
poil,hair,Le chat a un poil très doux.
bêtise,foolishness,Il a dit une bêtise pendant la réunion.
disputer,to argue,Ils se sont disputés à propos de la meilleure façon de terminer le projet.
innocent,innocent,L'enfant était innocent et ne comprenait pas ce qui se passait.
lapin,rabbit,Le lapin sautille dans le jardin.
salon,living room,Nous avons passé la soirée à discuter dans le salon.
chaleur,heat,La chaleur de l'été peut être écrasante.
désormais,from now on,Il a décidé qu'il travaillerait plus dur désormais.
sage,wise,Mon grand-père est un homme sage qui me donne toujours de bons conseils.
miss,miss,Tu me manques chaque jour.
pisser,to pee,Mon chien doit souvent pisser quand nous faisons une promenade.
contacter,contact,Je vais contacter mon ami pour lui parler du projet.
hiver,winter,J'adore faire du ski pendant l'hiver.
collègue,colleague,Mon collègue m'a aidé à terminer le projet à temps.
résister,to resist,Elle a décidé de résister à la tentation de manger des sucreries.
ajouter,to add,Je vais ajouter du sucre dans mon café.
convenir,to agree / to suit,Ce rendez-vous convient à tout le monde.
chaîne,chain,J'ai acheté une chaîne pour mon vélo.
couille,testicle,"Il a reçu un coup et a crié de douleur, se tenant la couille."
faible,weak,Il se sentait très faible après sa maladie.
celle-ci,this one (feminine),Celle-ci est ma préférée parmi toutes les options.
réel,real,Ce problème est plus complexe qu'il ne paraît en réalité.
déplacer,to move,Je vais déplacer la table dans la cuisine.
bloquer,block,Il est important de ne pas bloquer l'accès aux issues de secours.
corde,rope,J'ai besoin d'une corde pour attacher les boîtes.
aveugle,blind,Le chat a conduit le chien aveugle à travers le parc.
identifier,identify,Il est important d'identifier les problèmes avant de chercher des solutions.
minuit,midnight,Je vais me coucher à minuit ce soir.
veiller,to watch over / to stay awake,Elle doit veiller sur les enfants pendant la nuit.
politique,politics,La politique peut avoir un impact profond sur la vie des citoyens.
rattraper,to catch up,Je dois rattraper mon retard dans mes études.
planter,to plant,J'aime planter des fleurs dans mon jardin chaque printemps.
demi,half,"Je voudrais un demi-pain, s'il vous plaît."
égal,equal,"Dans un cercle, tous les points sur la circonférence sont à égal distance du centre."
étudiant,student,L'étudiant a réussi son examen avec mention.
prisonnier,prisoner,Le prisonnier a réussi à s'échapper pendant la nuit.
caisse,cash register,J'ai payé mes courses à la caisse du supermarché.
viser,to aim,Il faut viser cet objectif pour réussir.
génie,genius,Son génie en mathématiques l'a aidé à résoudre des problèmes complexes rapidement.
tribunal,court,Le tribunal a rendu son verdict après plusieurs jours de délibération.
