enculer,to fuck someone in the ass,"Je t'encule, c'est ce que tu mérites!"
casque,helmet,Il porte toujours son casque lorsqu'il fait du vélo.
traduire,to translate,Je traduis ce document en anglais.
analyser,to analyze,Je analyse les résultats de l'étude.
dentiste,Dentist,J'ai rendez-vous chez le dentiste demain matin.
approuver,to approve,J'approuve ce projet.
individu,individual,Cet individu est reconnu pour sa générosité.
cabane,cabin,J'aime passer mes week-ends dans une cabane rustique à la montagne.
pipi,pee,Je dois faire pipi avant de sortir.
éléphant,elephant,L'éléphant se promène paisiblement à travers la savane.
fabuleux,fabulous,Ce film était absolument fabuleux.
promenade,walk,Je fais une promenade dans le parc.
viol,rape,La société condamne fermement tout acte de viol.
ciao,goodbye,Je dis ciao à mes amis quand je pars.
fée,fairy,La fée a réalisé mes souhaits lors de la nuit enchantée.
go,go,Je joue au go avec mes amis le week-end.
marchand,merchant,Le marchand vend des produits frais au marché.
gage,pledge,Le cadeau était un gage de leur amitié.
doubler,to double,Je double mes efforts pour terminer ce projet.
plume,feather,La plume de l'oiseau est très colorée.
reconnaissance,recognition,La reconnaissance de son travail acharné fut évidente lors de la cérémonie.
suprême,supreme,Le pouvoir suprême réside dans la volonté du peuple.
encourager,to encourage,J'encourage mes amis à essayer de nouvelles activités.
ressortir,to stand out,Je ressors mes arguments les plus convaincants lors des réunions.
kidnapper,to kidnap,Je kidnappe le suspect afin de le livrer à la police.
marchandise,Goods,Le commerçant a inspecté la marchandise avant de l'expédier.
mouton,sheep,Le mouton broute dans le pré.
circuler,to circulate,Je circule dans le parc chaque dimanche matin.
tigre,Tiger,Le tigre traverse la jungle avec grâce.
adopter,to adopt,J'adopte un chat qui avait besoin d'amour.
terreur,terror,La terreur s'est emparée de la ville pendant la nuit.
légume,vegetable,J'aime ajouter un légume frais à ma salade.
conscient,conscious,Je suis conscient de l'importance de rester informé.
beurre,butter,Je fais fondre du beurre dans la poêle pour préparer une sauce.
impôt,tax,Je paie mes impôts chaque année.
stade,stadium,Je vais au stade pour regarder un match de football.
claquer,to slam,Je claque la porte avant de sortir.
telles,such,De telles erreurs peuvent coûter cher.
boue,mud,Je marche dans la boue après la pluie.
fonds,funds,Les fonds nécessaires pour financer le projet ont été réunis rapidement.
conserver,"to preserve, to keep",Je conserve toujours mes souvenirs d'enfance avec soin.
plainte,complaint,J'ai déposé une plainte auprès de la police ce matin.
répétition,repetition,La répétition de cette scène a aidé les acteurs à améliorer leur performance.
commissariat,police station,Je me suis rendu au commissariat pour déposer une plainte.
jusque,until,Je suis resté ici jusque-là.
mépriser,to despise,Je méprise l'injustice.
pigeon,pigeon,Je nourris souvent les pigeons dans le parc.
tandis que,whereas,"Je préfère le café, tandis que vous optez pour le thé."
vote,vote,Le vote est essentiel pour renforcer notre démocratie.
micro,microphone,J'ai branché le micro pour la conférence.
plaie,wound,La plaie sur son bras nécessitait des soins immédiats.
connu,Known,Je l'ai connu lors d'une soirée.
disposition,arrangement,La disposition de la salle de classe facilite l'apprentissage.
symbole,symbol,La colombe est un symbole de paix.
absent,absent,Je suis absent de la classe aujourd'hui.
technique,technique,L'artiste utilise une technique innovante pour créer ses œuvres.
conquérir,to conquer,Je conquiers de nouveaux territoires avec détermination.
déguiser,to disguise,Je me déguise en super-héros pour Halloween.
certes,certainly,"Certes, je reconnais que cette décision est difficile, mais elle est nécessaire."
drame,drama,Le drame présenté sur scène a ému le public.
actuel,current,La situation actuelle nécessite des réformes immédiates.
promotion,promotion,Je viens de recevoir une promotion dans mon entreprise.
enregistrement,recording,L'enregistrement de ma voix m'a permis d'améliorer ma prononciation.
maximum,maximum,Le maximum de participants a été atteint.
particulièrement,particularly,J'apprécie particulièrement les soirées tranquilles en famille.
saut,jump,Le chat a fait un grand saut sur la table.
autoroute,highway,Je conduis sur l'autoroute pour aller au travail.
faucher,to mow,Je fauche le gazon tous les samedis matin.
foirer,to mess up,Je foire souvent mes projets quand je ne me prépare pas suffisamment.
nazi,Nazi,Le nazi a répandu une idéologie haineuse pendant la Seconde Guerre mondiale.
laboratoire,laboratory,Le scientifique mène des recherches dans un laboratoire moderne.
nuire,to harm,Je ne veux pas nuire à ma réputation.
la plupart,Most,La plupart des étudiants étudient le français avec passion.
faiblesse,weakness,Sa faiblesse pour les sucreries est bien connue.
écart,gap,L'écart entre les deux équipes est évident lors du match.
imiter,to imitate,J'imite les gestes de mon professeur pour mieux apprendre.
effrayant,Frightening,Ce film est vraiment effrayant.
extrêmement,extremely,Je suis extrêmement reconnaissant pour cette opportunité.
orchestre,Orchestra,L'orchestre joue magnifiquement pendant le concert de ce soir.
munition,ammunition,Le soldat vérifie toujours sa munition avant d'entrer en mission.
pratiquement,practically,Il est pratiquement impossible de tout maîtriser dès le premier essai.
ceux-là,those,Ceux-là sont mes amis.
tiroir,drawer,Le tiroir de la commode est rempli de documents anciens.
agiter,to shake,J'agite la bouteille avant de préparer le cocktail.
dignité,dignity,La dignité de chaque personne mérite le respect.
larguer,to ditch,Je largue mon ex aujourd'hui.
préserver,to preserve,Je préserve mes habitudes alimentaires saines en cuisinant à la maison.
machin,thingamajig,J'ai trouvé un machin dans le garage que je pourrai utiliser pour réparer la voiture.
attentat,attack,L'attentat a choqué la nation.
accent,accent,Elle a un accent charmant.
cervelle,brain,Je pense que la cervelle joue un rôle crucial dans notre capacité à raisonner.
combinaison,combination,La combinaison des couleurs dans ce tableau est vraiment harmonieuse.
crainte,fear,J'ai toujours la crainte de ne pas réussir mes projets.
efficace,effective,Cette méthode est efficace.
coca,Coke,"Je prends un coca, s'il vous plaît."
exercer,to practice,J'exerce ma profession avec passion.
saute,Jump,Je saute par-dessus la corde pendant l'exercice.
bouffe,Food,J'aime beaucoup la bouffe dans ce petit restaurant de quartier.
déterminer,to determine,Je détermine les étapes nécessaires pour réussir ce projet.
bander,"to band, to wrap",Je bande soigneusement ma blessure après l'accident.
aura,will have,Je sais que j'aurai de bonnes nouvelles demain.
