ceux,those,Ceux qui arrivent tôt trouvent toujours une bonne place.
possible,possible,Il est possible de terminer le projet avant la date limite.
expliquer,to explain,J'explique le concept à mes élèves.
battre,to beat,Je bats mon adversaire lors du match de tennis.
peine,sorrow,J'éprouve une grande peine depuis qu'il est parti.
livre,book,J'ai acheté un livre passionnant hier.
agir,to act,J'agis avec détermination pour résoudre le problème.
imaginer,imagine,J'imagine un monde plein de possibilités.
tour,tower,La tour Eiffel est un symbole de Paris.
adorer,adore,J'adore la musique.
vérité,Truth,La vérité est souvent plus complexe qu’elle n’y paraît.
recevoir,receive,Je reçois toujours des nouvelles de mes amis.
gentil,kind,Mon voisin est très gentil et toujours prêt à aider.
jeter,throw,Je jette la balle.
pleurer,to cry,Je pleure quand j'écoute une musique émouvante.
bébé,baby,Le bébé dort paisiblement dans son berceau.
partie,part,La partie de ce jeu a été très intense.
nouvelle,New,J'adore ma nouvelle voiture.
jeu,game,Le jeu vidéo est très populaire parmi les adolescents.
amener,to bring,Je vais amener mes amis au dîner ce soir.
instant,instant,Je profite de chaque instant passé avec mes amis.
parent,Parent,Je suis un parent aimant qui veille toujours sur mes enfants.
dur,hard,Le travail est dur aujourd'hui.
service,service,Le service à la clientèle de ce restaurant est très attentionné.
plaisir,pleasure,C'est un plaisir de vous rencontrer.
promettre,to promise,Je promets d'arriver à l'heure.
mentir,to lie,Je mens quand je dis cela.
soeur,sister,Ma soeur adore passer du temps en famille.
bientôt,soon,Je rentrerai bientôt à la maison.
lit,bed,"""Mon lit est très confortable pour une bonne nuit de sommeil."""
tellement,so,J'aime tellement ce film.
utiliser,to use,J'utilise un ordinateur pour travailler efficacement.
lieu,place,Le lieu de notre rendez-vous est près de la gare.
coucher,to go to bed,Je me couche à dix heures tous les soirs.
presque,almost,Je suis presque prêt à partir.
dehors,Outside,Les enfants jouent dehors.
préférer,to prefer,Je préfère le café le matin.
content,happy,Je suis content de te voir.
pauvre,Poor,"Il est pauvre, mais il a un grand cœur."
offrir,to offer,Je vous offre un cadeau spécial pour votre anniversaire.
roi,king,Le roi règne sur son royaume.
verre,glass,Le verre sur la table est en cristal.
réveiller,to wake up,Je réveille mon frère à 7 heures tous les matins.
aucun,none,Je n'ai aucun doute sur sa sincérité.
aide,help,J'ai besoin d'aide pour finir mes devoirs.
d'abord,First,"D'abord, je prends un café avant de commencer le travail."
journée,day,J'ai passé une merveilleuse journée.
préparer,to prepare,Je prépare un gâteau pour l'anniversaire de ma sœur.
numéro,number,J'ai appelé le numéro indiqué sur l'invitation.
permettre,to allow,Je permets à mes amis d'emprunter ma voiture ce week-end.
ramener,bring back,Je ramène mon vélo chez moi après l'école.
enlever,remove,J'enlève le couvercle de la boîte.
chéri,darling,"Mon chéri, je suis ravi de te revoir."
fort,strong,Il est fort en mathématiques.
lâcher,to let go,Je lâche le ballon quand il monte trop haut.
choisir,to choose,Je choisis toujours le livre qui me passionne.
musique,music,J'écoute de la musique en travaillant.
conduire,to drive,Je conduis ma voiture tous les matins pour aller au travail.
faute,mistake,Vous avez commis une faute en oubliant de sauvegarder vos documents.
calmer,to calm,Je calme mon enfant quand il est anxieux.
mariage,marriage,Le mariage de Marie et Jean était une célébration inoubliable.
bureau,office,Je travaille dans un bureau moderne.
route,road,Je conduis sur la route.
chanter,to sing,Je chante une belle chanson ce soir.
disparaître,disappear,Je disparais dans la nuit sans laisser de trace.
lever,to lift,Je lève la main pour poser une question.
présenter,to present,Je présente mes excuses pour le retard.
accepter,to accept,J'accepte ton invitation.
sinon,Otherwise,"Dépêche-toi, sinon nous allons rater le bus."
long,long,Le film était très long.
café,coffee,J'aime prendre un café le matin.
propre,clean,La cuisine est propre ce matin.
confiance,trust,J'ai toute confiance en toi.
cinq,five,J'ai cinq pommes.
bonsoir,good evening,"Bonsoir, comment allez-vous ce soir?"
compte,account,J'ai vérifié mon compte en banque ce matin.
téléphone,telephone,J'ai oublié mon téléphone à la maison.
casser,to break,Je casse mon stylo en le laissant tomber.
prochain,next,Le prochain bus partira dans cinq minutes.
frapper,to hit,Je frappe à la porte.
facile,easy,Ce livre est facile à lire.
attention,caution,Fais attention en traversant la route.
rêve,dream,J'ai fait un rêve incroyable hier soir.
copain,friend,Mon copain m'a aidé à préparer la fête.
malade,sick,Je suis malade aujourd'hui.
rue,street,La boutique est située sur la rue principale.
lettre,letter,Je lis une lettre de mon ami chaque semaine.
ignorer,to ignore,Je n'ignore pas les conseils de mon médecin.
fête,party,La fête de ce soir promet d'être incroyable.
couper,to cut,Je coupe les légumes pour préparer la soupe.
esprit,mind,Mon esprit est toujours ouvert aux nouvelles idées.
super,great,Ce film est super.
taire,to keep quiet,Je me tais quand il s'agit de secrets familiaux.
seigneur,lord,Le seigneur régnait sur ses terres avec justice et honneur.
flic,cop,Le flic arrête le voleur dans une ruelle sombre.
parfois,sometimes,Je vais parfois au cinéma.
capitaine,captain,Le capitaine dirige l'équipage sur le navire.
âge,age,"À mon âge, j'apprends à apprécier les petites choses de la vie."
autant,as much,J'ai autant d'idées que toi.
force,strength,Sa force intérieure lui permet de surmonter de grandes difficultés.
pièce,room,Mon appartement comprend une grande pièce lumineuse.
