rat,rat,J'ai vu un rat dans la ruelle hier soir.
cri,cry,Le cri du vent dans les arbres était apaisant.
conscience,conscience,Il a agi selon sa conscience et a pris la bonne décision.
rechercher,to search,Je vais rechercher des informations sur ce sujet.
parfaitement,perfectly,Elle danse parfaitement depuis des années.
unique,unique,Chaque personne a une personnalité unique.
procès,trial,Le procès a commencé la semaine dernière et devrait durer plusieurs jours.
valeur,value,La valeur de ce tableau augmente avec le temps.
désir,desire,Elle a un désir ardent de voyager à travers le monde.
juif,Jewish,Il y a une communauté juive dynamique dans cette ville.
obéir,obey,Les enfants doivent obéir à leurs parents.
mets,dish,J'ai préparé un mets délicieux pour le dîner.
saluer,to greet,Je vais saluer mes amis avant de partir.
direction,direction,Nous devons choisir la bonne direction pour arriver à notre destination.
présence,presence,Sa présence à la réunion a été très appréciée.
utile,useful,Ce livre est très utile pour apprendre le français.
paquet,package,J'ai reçu un paquet de mon ami hier.
sein,breast,La femme alla chez le médecin pour parler de son sein.
nourriture,food,J'aime cuisiner de la nourriture saine pour ma famille.
mordre,bite,Le chien a décidé de mordre le facteur.
sort,fate,Chacun croit en un sort qui lui est propre.
guérir,to heal,Le médecin espère que le traitement va guérir le patient rapidement.
passage,passage,Le passage dans le livre décrit un événement important de l'histoire.
jaloux,jealous,Il est jaloux de la réussite de son frère.
nombreux,numerous,Il y a de nombreux livres intéressants dans la bibliothèque.
nul,null,Ce programme a échoué à cause d'une variable nulle.
sommeil,sleep,J'ai besoin de beaucoup de sommeil pour me sentir reposé.
week-end,weekend,Nous allons à la plage ce week-end.
stop,stop,Il est important de faire un stop avant de traverser la route.
flingue,gun,Il a acheté un flingue pour sa collection.
article,article,J'ai lu un article intéressant dans le journal ce matin.
adieu,goodbye,Il a dit adieu à ses amis avant de partir en voyage.
viande,meat,J'aime manger de la viande grillée le week-end.
détendre,relax,"Après une longue journée de travail, j'aime me détendre en lisant un livre."
interroger,to question,Le professeur va interroger les élèves sur le chapitre qu'ils ont étudié.
étude,study,J'ai une étude à faire pour mon cours de science.
faillir,to fail / to be about to,J'ai failli tomber en descendant les escaliers.
talent,talent,Elle a un talent exceptionnel pour la musique.
condamner,condemn,Le tribunal a décidé de condamner le coupable à dix ans de prison.
cou,neck,J'ai mal au cou après avoir dormi dans une mauvaise position.
deuxième,second,Mon frère est en deuxième année d'école.
au-dessus,above,Le chat est assis au-dessus de la table.
espace,space,L'espace entre les étoiles est immense.
apparaître,to appear,Les étoiles commencent à apparaître dans le ciel nocturne.
don,donation,Il a fait un don à l'association caritative pour aider les personnes dans le besoin.
marquer,to mark,Il est important de marquer les points lors de l'examen.
ramasser,to collect/gather,Je vais ramasser les feuilles mortes dans le jardin.
militaire,military,Le militaire a reçu une médaille pour son courage.
château,castle,Le château est situé au sommet de la colline.
chemise,shirt,J'ai acheté une nouvelle chemise pour ma présentation.
mètre,meter,La pièce mesure cinq mètres de long.
abattre,to fell / to knock down,Les ouvriers doivent abattre plusieurs arbres pour construire la route.
unité,unit,Chaque unité dans ce cours a des objectifs spécifiques à atteindre.
majesté,majesty,La majesté du paysage m'a laissé sans voix.
imbécile,idiot,"Ne sois pas un imbécile, réfléchis avant de parler."
commissaire,commissioner,Le commissaire a annoncé les résultats de l'enquête lors de la conférence de presse.
taille,size,J'ai besoin de connaître votre taille pour commander la bonne taille de vêtements.
apparemment,apparently,"Apparemment, il va pleuvoir ce soir."
connaissance,knowledge,J'ai acquis beaucoup de connaissance sur l'histoire française.
français,French,J'apprends le français depuis deux ans.
énergie,energy,L'énergie solaire est une source renouvelable importante.
cent,hundred,J'ai besoin de cent euros pour acheter un nouveau vélo.
sec,dry,Le sol est sec après plusieurs jours sans pluie.
considérer,to consider,Je vais considérer toutes les options avant de prendre une décision.
pendre,to hang,Il a décidé de pendre le tableau au-dessus de la cheminée.
cellule,cell,La cellule est la plus petite unité de vie dans un organisme.
combattre,to fight,Les soldats doivent combattre pour défendre leur pays.
posséder,to own,Il souhaite posséder une maison au bord de la mer.
