grandir,to grow,Je grandis chaque jour un peu plus.
dimanche,Sunday,"Le dimanche, je me repose en lisant un livre."
américain,American,Je suis américain.
taxi,taxi,Je prends un taxi pour aller à l'aéroport.
interdire,to forbid,Je vous interdis de fumer ici.
baisser,to lower,Je baisse le volume de la télévision.
enterrer,to bury,J'enterre le souvenir de cette journée inoubliable dans mon cœur.
causer,to chat,Je cause souvent avec mes amis.
cool,cool,Ce film est vraiment cool.
survivre,survive,Je survis aux défis de la vie.
cinéma,cinema,Je vais au cinéma avec mes amis ce soir.
commander,to order,Je commande un café chaque matin.
match,match,J'ai regardé le match de football dimanche dernier.
information,information,L'information sur le nouveau projet est disponible en ligne.
toilette,toilet,"Chaque matin, je prends le temps de faire ma toilette."
note,grade,J'ai reçu une bonne note à mon examen.
gouvernement,government,Le gouvernement a adopté de nouvelles politiques pour renforcer la sécurité sociale.
monstre,monster,Le monstre du placard inspire la peur chez les enfants.
censé,supposed,Je suis censé finir mes devoirs avant de sortir.
ennuyer,to bore,Je m'ennuie pendant le cours de mathématiques.
contraire,opposite,Vos opinions sont totalement contraires aux miennes.
justement,exactly,C'était justement ce que je recherchais.
montagne,mountain,J'aime la montagne en été.
prêter,to lend,Je prête mon livre à mon ami.
solution,solution,La solution de ce problème se trouve en analysant bien chaque détail.
nettoyer,to clean,Je nettoie ma voiture chaque samedi matin.
opération,operation,L'opération a été menée avec succès.
occasion,opportunity,Cette occasion offre une chance unique de découvrir de nouveaux horizons.
atteindre,to reach,J'atteins toujours mes objectifs grâce à ma persévérance.
rouler,to roll,Je roule prudemment sur l'autoroute.
débarrasser,to clear away,Je débarrasse la table après le dîner.
position,position,La position de mon bureau permet d'avoir une excellente vue sur le jardin.
patient,patient,Le médecin est patient avec ses patients.
cerveau,brain,Mon cerveau fonctionne mieux après une nuit de sommeil.
excuse,excuse,C'est une excuse valable pour expliquer son retard.
ridicule,ridiculous,Cette idée est ridicule.
avouer,to confess,J'avoue que j'ai commis une erreur.
vêtement,garment,Je range soigneusement ce vêtement dans mon armoire.
ben,well,"Ben, je ne sais pas quoi faire."
regard,look,Son regard trahit ses véritables émotions.
plaindre,to pity,Je plains souvent ceux qui traversent des moments difficiles.
remplir,to fill,Je remplis le formulaire.
contrôler,to control,Je contrôle toujours la qualité de mes produits.
planète,planet,La Terre est la planète que nous habitons.
taper,to type,Je tape sur mon clavier.
mensonge,lie,Il a raconté un mensonge pour éviter les ennuis.
lune,moon,La lune éclaire le ciel nocturne.
personnel,staff,Le personnel de l'hôtel est très accueillant.
démon,demon,"Dans les légendes anciennes, le démon hante les forêts obscures."
e,e,La lettre e est la voyelle la plus utilisée dans la langue française.
mémoire,Memory,J'ai une excellente mémoire pour retenir tous les détails des conversations.
magasin,store,Je vais au magasin pour acheter des fruits.
téléphoner,to telephone,Je téléphone à mes parents chaque soir.
dépendre,to depend,Je dépends de mes amis pour toujours progresser.
vide,empty,La boîte est vide.
jardin,garden,J'aime me promener dans mon jardin au coucher du soleil.
nature,nature,La nature est une source infinie d'inspiration.
trace,trace,La trace de ses pas dans le sable montrait où il était passé.
félicitation,Congratulations,Félicitations pour votre réussite à l'examen.
parfaire,perfect,Je parfais mon discours avant la présentation.
attaque,attack,L'attaque surprise a pris l'ennemi de court.
c,c,La lettre c apparaît dans de nombreux mots en français.
lait,milk,Je bois du lait tous les matins.
résultat,result,Le résultat de ses efforts se voit dans ses notes.
camion,truck,Le camion transporte des marchandises.
neuf,new,J'ai acheté un ordinateur neuf.
bonne,good,C'est une bonne idée.
étranger,Foreigner,J'ai rencontré un étranger dans le métro ce matin.
arrivé,arrived,Je suis arrivé à la gare ce matin.
base,base,La base de cette théorie est solide.
renvoyer,to send back,Je renvoie le colis au magasin.
puisque,since,"Puisque je suis fatigué, je vais me coucher tôt."
reine,queen,La reine a accueilli ses invités avec grâce.
repartir,to set off again,Je repars demain matin pour explorer de nouveaux horizons.
enfermer,to lock up,Je m'enferme dans ma chambre chaque soir pour étudier en paix.
parfait,perfect,Ce repas est parfait.
drogue,drug,La drogue est dangereuse pour la santé.
droite,right,Prenez à droite au prochain carrefour.
dingue,crazy,Je suis dingue de ce film.
huit,eight,J'ai huit crayons dans ma trousse.
pur,pure,"Ce miel est pur, sans conservateurs."
île,island,J'ai visité une île déserte pendant mes vacances.
habiller,to dress,Je m'habille rapidement avant de sortir.
refaire,to redo,Je refais mes devoirs pour obtenir une meilleure note.
couteau,knife,J'utilise un couteau pour couper le pain.
enquête,investigation,La police a lancé une enquête sur le vol dans le quartier.
goût,taste,J'adore le goût du chocolat.
pensée,thought,La pensée de découvrir de nouveaux horizons m'inspire.
gêner,to bother,Je ne veux pas te gêner pendant que tu travailles.
certains,some,Certains étudiants oublient d'étudier pour l'examen.
intelligent,intelligent,Cet étudiant est très intelligent.
marre,fed up,J'en ai marre de cette réunion qui n'en finit pas.
importance,importance,L'importance de l'éducation se reflète dans le succès des étudiants.
éteindre,to turn off,J'éteins la lumière.
bouteille,bottle,J'ai mis la bouteille sur la table.
champ,field,Le fermier a semé du blé dans le champ.
o,Oh,"O, mon cher ami, viens ici!"
centre,center,Le centre de la ville est très animé.
rapporter,to bring back; to report,Je rapporte toujours les nouvelles importantes après chaque réunion.
coincer,to get stuck; to jam,Je coince mon doigt dans la porte.
malheur,misfortune,Le malheur s'est abattu sur nous la nuit dernière.
