aura,will have,J'aurai besoin de repos après le travail.
mêmes,same,Je porte les mêmes chaussures chaque jour.
volontaire,volunteer,Je suis volontaire pour aider à organiser l'événement.
patate,potato,Je prépare une délicieuse salade de patates pour le déjeuner.
bouclier,shield,Le chevalier utilise son bouclier pour se protéger pendant le combat.
change,to change,Je change de chemise avant de sortir ce soir.
délivrer,deliver,Je délivre un message d'espoir à tous mes collègues.
original,original,Cette idée est très originale.
patrouille,Patrol,La patrouille de police assure la sécurité du quartier.
usage,use,L'usage excessif des réseaux sociaux peut influencer notre vie quotidienne.
auberge,Inn,Nous avons passé une nuit agréable dans une auberge pittoresque.
profil,Profile,Je viens de mettre à jour mon profil sur le site professionnel.
complice,accomplice,Il est le complice parfait de ses méfaits.
consoler,to comfort,Je console mon ami lorsque les choses vont mal.
figurer,to appear,Je figure parmi les invités d'honneur.
réseau,network,Je travaille sur l'optimisation de notre réseau pour assurer une meilleure connectivité.
chariot,cart,Je pousse le chariot dans le magasin.
formation,training,La formation en gestion a été très enrichissante.
logique,logic,Je trouve que ton raisonnement est très logique.
marge,margin,La marge de ce document est trop étroite pour y ajouter des commentaires.
plier,fold,Je plie mes vêtements avant de les ranger.
mélanger,to mix,Je mélange les ingrédients pour préparer le gâteau.
métal,metal,Le métal est un matériau essentiel dans l'industrie.
touriste,tourist,Le touriste admire la vue depuis le sommet de la colline.
aiguille,needle,J'ai utilisé une aiguille pour coudre le bouton.
détourner,to divert,Je détourne l'attention de tout le monde pour éviter de parler de ce sujet délicat.
obscurité,darkness,L'obscurité règne dans la forêt à la tombée de la nuit.
grain,grain,Le grain de riz est essentiel pour préparer ce plat traditionnel.
poignarder,to stab,Je poignarde l'assaillant pour me défendre.
trône,throne,Le roi s'assied sur son trône.
destruction,destruction,La destruction de l'ancienne usine a profondément marqué la ville.
gras,fat,Ce fromage est vraiment gras.
bienvenu,welcome,Vous êtes bienvenu à la réunion.
tsar,tsar,Le tsar a régné sur la Russie avec autorité pendant de nombreuses années.
flipper,to freak out,Je flippe quand je regarde ce film d'horreur.
profit,profit,L'entreprise a réalisé un profit remarquable cette année.
éclat,brilliance,L'éclat de ses yeux illuminait la pièce.
halte,stop,Nous avons fait une halte au bord du lac pour reprendre notre souffle.
coiffeur,hairdresser,Je vais chez mon coiffeur pour une nouvelle coupe.
cuir,leather,J'aime mon sac en cuir.
manche,Sleeve,La manche de mon pull est déchirée.
syndicat,union,Le syndicat négocie de nouvelles conditions de travail pour ses membres.
batterie,battery,La batterie de mon téléphone est déchargée.
muet,mute,"Ce chat est muet, et cela crée une atmosphère paisible dans la maison."
dégât,damage,Le dégât causé par l'orage a nécessité des réparations urgentes.
lame,Blade,La lame de ce couteau est très tranchante.
prostitué,prostitute,Le prostitué a décidé de changer de vie après avoir rencontré un conseiller.
sienne,hers,La voiture rouge est la sienne.
griller,to grill,Je grille les légumes sur le barbecue.
âne,Donkey,Le fermier conduit son âne dans le champ.
objection,objection,Le juge a pris en compte son objection lors de l'audience.
outil,tool,Cet outil est indispensable pour réparer ma voiture.
malédiction,curse,La malédiction qui hante ce village remonte à des siècles.
golf,golf,Je joue au golf chaque week-end.
auparavant,previously,"Auparavant, je vivais dans une petite ville de province."
isoler,to isolate,Je m'isole souvent pour mieux me concentrer sur mon travail.
lécher,to lick,Je lèche la glace.
échelle,ladder,Je monte sur l'échelle pour atteindre le grenier.
chèvre,goat,La chèvre broute paisiblement dans le pré.
légitime,legitimate,Sa réaction était légitime face aux critiques injustes.
arroser,to water,J'arrose les plantes tous les matins.
composer,to compose,Je compose une mélodie relaxante pour la soirée.
distribuer,to distribute,Je distribue les brochures pendant la réunion.
fourrer,to stuff,Je fourre toujours mes affaires dans mon sac à dos.
rarement,rarely,Je vais rarement au cinéma.
prétexte,pretext,Le prétexte de son absence lors de la réunion était très douteux.
brute,brute,Il est une brute qui n'hésite pas à intimider les autres.
oxygène,oxygen,L'oxygène est indispensable à la vie sur Terre.
audience,hearing,L'audience du tribunal a débuté à midi.
tonton,Uncle,Mon tonton m'a toujours soutenu dans mes projets.
trafic,Traffic,Le trafic dans la ville est très dense aux heures de pointe.
curiosité,curiosity,La curiosité de Marie l'a amenée à poser de nombreuses questions sur le monde qui l'entoure.
quai,quay,Je me suis assis sur le quai pour attendre le train.
yeah,yes,"Quand j'entends ma chanson préférée, je crie ""yeah""!"
suspendre,to suspend,Je suspends la lampe dans le salon.
dragon,Dragon,Le dragon crache du feu dans la nuit.
écrouler,collapse,Je m'écroule sous le poids de mes émotions.
cran,notch,Il a montré beaucoup de cran face aux difficultés.
traquer,to track,Je traque les traces de la proie dans la forêt.
hélicoptère,helicopter,L'hélicoptère survole la ville ce matin.
influence,influence,L'influence des réseaux sociaux sur la vie quotidienne est remarquable.
marin,sailor,Le marin a navigué sur l'océan Atlantique pendant des années.
rein,kidney,Le rein joue un rôle essentiel dans la filtration du sang.
touche,touch,Je touche l'écran pour activer l'application.
commentaire,commentary,J'ai laissé un commentaire détaillé sur l'article pour partager mon avis.
engueuler,To tell off,Je t'engueule quand tu es en retard.
critique,criticism,La critique du film était très détaillée.
football,soccer,J'aime jouer au football le week-end.
fédéral,Federal,Le gouvernement fédéral a introduit de nouvelles politiques.
géant,Giant,Le géant se tenait fièrement au milieu de la forêt.
conclusion,conclusion,La conclusion de cette étude illustre parfaitement les résultats obtenus.
etc,etcetera,"J'ai acheté du pain, des fruits, etc. pour le pique-nique."
nain,dwarf,Le nain de jardin embellit mon jardin.
acier,steel,L'acier est un matériau essentiel dans la construction moderne.
pratiquer,to practice,Je pratique le piano chaque soir.
guitare,guitar,Je joue de la guitare tous les dimanches.
ambassadeur,Ambassador,L'ambassadeur a rencontré plusieurs dirigeants lors de la conférence internationale.
atmosphère,atmosphere,L'atmosphère de la fête était joyeuse et détendue.
pognon,money (slang for cash),Je fais attention à ne pas dépenser tout mon pognon en une seule fois.
cueillir,to pick,Je cueille des fleurs dans le jardin.
pétrole,petroleum,Le pétrole continue de jouer un rôle crucial dans l'économie mondiale.
