imposer,to impose,Je m'impose des règles strictes pour rester concentré sur mes objectifs.
piscine,swimming pool,La piscine est ouverte tous les jours en été.
vidéo,video,J'ai regardé une vidéo captivante hier soir.
absurde,absurd,Cette proposition est absurde.
discussion,discussion,La discussion entre amis a permis d'éclaircir plusieurs points importants.
estomac,stomach,J'ai mal à l'estomac après avoir mangé trop rapidement.
auteur,author,L'auteur de ce roman captivant a inspiré de nombreux lecteurs.
compliqué,complicated,Cette situation est vraiment compliquée.
médecine,medicine,La médecine moderne a permis de sauver de nombreuses vies.
foie,liver,J'aime préparer le foie de veau avec des épices.
activité,activity,J'aime participer à une activité sportive chaque semaine.
bonbon,candy,J'ai mangé un bonbon ce matin.
sucer,to suck,Je suce une sucette au soleil.
épreuve,ordeal,L'épreuve du temps a rendu ce monument encore plus précieux.
aimable,kind,Elle est toujours aimable avec tout le monde.
geler,to freeze,Je gèle quand la température descend en dessous de zéro.
la plupart des,most of the,La plupart des étudiants apprécient les cours de français.
peser,to weigh,Je pèse environ 70 kilogrammes.
communauté,community,La communauté locale organise une fête annuelle pour célébrer sa diversité.
dé,die,Je lance le dé pour commencer le jeu.
patrie,homeland,J'aime ma patrie.
éprouver,to experience,J'éprouve une grande joie en découvrant de nouvelles cultures.
adulte,adult,Je suis un adulte responsable.
généreux,Generous,Il est généreux envers ses amis.
humanité,humanity,L'humanité traverse des périodes de grands changements et d'espoir renouvelé.
enfoncer,to push in,J'enfonce le bouton pour allumer la machine.
excellence,excellence,Cette école est réputée pour son excellence académique.
paysan,peasant,Le paysan travaille dur dans ses champs chaque jour.
analyse,analysis,L'analyse des données a révélé des tendances intéressantes.
cirque,circus,Le cirque attire des spectateurs de toute la région.
divorce,divorce,"Après une longue période de conflits, le divorce est devenu inévitable."
serveur,waiter,Le serveur nous a servi un excellent repas.
lutte,fight,Je lutte chaque jour pour défendre mes convictions.
rejeter,to reject,Je rejette cette décision injuste.
agence,agency,L'agence de voyages propose des circuits passionnants à travers l'Europe.
cancer,cancer,Mon oncle lutte courageusement contre le cancer.
couronne,crown,Le roi porte une couronne en or lors de la cérémonie.
bye,goodbye,Je dis bye à mes amis avant de partir.
poudre,Powder,J'ai ajouté de la poudre de cacao à la recette pour plus de saveur.
sacrifice,sacrifice,Le sacrifice de son temps pour aider les autres montre son altruisme.
pizza,pizza,J'adore la pizza aux champignons.
