malheur,misfortune,"Le malheur peut frapper à tout moment, sans avertissement."
miracle,miracle,Le médecin a déclaré que le rétablissement de ce patient était un véritable miracle.
sacré,sacred,Ce site est sacré pour les habitants de la région.
réunion,meeting,J'ai une réunion importante cet après-midi.
acte,act,L'acte de bravoure a été salué par toute la ville.
surprendre,to surprise,Elle a réussi à me surprendre avec sa fête d'anniversaire.
convaincre,to convince,Il essaie de convaincre son ami d'aller au cinéma avec lui.
livrer,deliver,Le livreur va livrer le colis demain.
quels,which,Quels livres as-tu choisis pour la lecture?
pont,bridge,Le pont qui traverse la rivière est magnifique.
faîte,ridge,Le faîte de la maison est couvert de tuiles rouges.
immédiatement,immediately,Il faut agir immédiatement pour résoudre ce problème.
caméra,camera,J'ai acheté une nouvelle caméra pour prendre des photos de mes vacances.
juger,to judge,Il est important de ne pas juger les autres sans connaître leur histoire.
membre,member,Elle est membre de l'association depuis cinq ans.
voie,way,Il y a plusieurs voies pour atteindre le sommet de la montagne.
voisin,neighbor,Mon voisin a un jardin magnifique.
différence,difference,La différence entre les deux produits est claire.
détail,detail,Il est important de se concentrer sur chaque détail du projet.
annoncer,announce,J'ai décidé d'annoncer la bonne nouvelle à toute ma famille.
environ,about,Il y a environ dix personnes dans la salle.
to,to,Je vais au magasin pour acheter des fruits.
mille,thousand,J'ai économisé mille euros pour mes vacances.
haïr,to hate,J'haïs les injustices dans le monde.
test,test,J'ai un test de mathématiques demain.
assassin,assassin,Le détective a finalement trouvé des preuves liant l'assassin à la scène du crime.
officier,officer,L'officier a pris la parole lors de la cérémonie.
proche,close,Mon ami habite proche de chez moi.
commandant,commander,Le commandant a donné des ordres clairs à son équipe.
briser,to break,Il a décidé de briser le silence en parlant de ses problèmes.
gâteau,cake,J'ai préparé un gâteau pour l'anniversaire de ma sœur.
spectacle,show,J'ai acheté des billets pour le spectacle de ce soir.
certainement,certainly,Il viendra certainement à la fête ce soir.
métier,profession,Elle a choisi de changer de métier pour poursuivre sa passion.
enchanté,enchanted,Je suis enchanté de faire votre connaissance.
chasser,to hunt,Il aime chasser les animaux dans les forêts.
attirer,to attract,Les couleurs vives peuvent attirer l'attention des passants.
chapeau,hat,Il porte un chapeau rouge pour se protéger du soleil.
allumer,to turn on,Je vais allumer la lumière dans la salle.
respect,respect,Il est important de montrer du respect envers les autres.
d,of,Le livre d'histoire est sur la table.
sous-titrage,subtitling,Le sous-titrage est essentiel pour rendre les films accessibles aux personnes sourdes ou malentendantes.
étoile,star,"La nuit, l'étoile scintille dans le ciel."
charmant,charming,Ce village est vraiment charmant avec ses maisons anciennes et ses rues pavées.
écraser,crush,Je vais écraser la boîte en aluminium pour qu'elle prenne moins de place.
genou,knee,J'ai mal au genou après ma course d'hier.
formidable,awesome,Ce film est vraiment formidable !
arracher,to tear away / to pull out,J'ai dû arracher la mauvaise herbe du jardin.
soit,either,"Je vais prendre un café, soit un thé."
sorcier,wizard,Le sorcier a préparé une potion magique dans son laboratoire.
foi,faith,Elle a toujours eu foi en l'avenir malgré les difficultés.
mien,mine,"Ce livre est à moi, il est le mien."
sourire,smile,Elle a un joli sourire qui illumine son visage.
inventer,to invent,J'aime inventer de nouvelles histoires pour mes enfants.
zone,zone,Nous avons créé une zone de sécurité autour de l'accident.
honnête,honest,Il est toujours honnête dans ses affaires.
mêler,to mix,Il faut bien mêler les ingrédients avant de cuire le gâteau.
énerver,to annoy,Cela m'énerve quand il ne respecte pas mes horaires.
exploser,explode,La température a augmenté si rapidement que la chaudière a commencé à exploser.
réalité,reality,La réalité est souvent différente de nos attentes.
supplier,supplier,Le fournisseur a livré les produits à temps.
étonner,to astonish,Cela m'étonne de voir combien il a changé en si peu de temps.
superbe,superb,Le paysage était absolument superbe au coucher du soleil.
méchant,mean,Ce garçon est très méchant avec ses camarades de classe.
contrat,contract,J'ai signé un contrat avec ma nouvelle entreprise.
marche,walk,Je vais faire une marche dans le parc cet après-midi.
déposer,to drop off / to deposit,Je vais déposer des documents à la mairie demain.
destin,destiny,Chacun croit que son destin est déjà écrit.
urgence,emergency,Il a appelé les secours en raison de l'urgence de la situation.
placer,to place,Je vais placer le livre sur la table.
remplacer,replace,Il faut remplacer les piles de la télécommande.
accuser,accuse,Elle a décidé d'accuser son voisin de vol.
celle-là,that one,"J'aime beaucoup celle-là, elle est très jolie."
vert,green,L'herbe est verte au printemps.
terrain,land,Le terrain de jeu est situé derrière l'école.
nourrir,to feed,Je dois nourrir le chat avant de partir.
second,second,Elle est arrivée une seconde après le départ du bus.
folie,madness,La folie peut parfois mener à des décisions imprudentes.
presser,to press,Je dois presser les citrons pour faire du limonade.
accorder,to grant,Le professeur a décidé d'accorder une seconde chance à l'élève.
emmerder,to bother (informal/vulgar context),Ne m'emmerde pas avec tes problèmes !
arrière,back,Elle a regardé par la fenêtre à l'arrière de la maison.
reculer,step back,Il a dû reculer pour éviter de tomber.
sexe,sex,Le sexe est un aspect important de la vie humaine.
élever,to raise,Ils décident d'élever des poules dans leur jardin.
