victime,victim,La victime a été prise en charge par les secours immédiatement après l'accident.
pute,whore,"Elle était surnommée ""pute"" par ses camarades de classe, ce qui lui faisait beaucoup de mal."
calme,calm,"Le matin, le lac est toujours calme et paisible."
garde,guard,Le garde du corps veille sur la sécurité de sa cliente.
meurtre,murder,Le meurtre de la victime a choqué toute la ville.
groupe,group,J'ai rejoint un groupe de lecture pour partager ma passion pour la littérature.
crime,crime,Le crime est un problème sérieux dans de nombreuses grandes villes.
traiter,to treat,Il est important de traiter les patients avec respect et dignité.
doucement,gently,Elle parle doucement pour ne pas réveiller le bébé.
blesser,to injure,"Il a voulu aider, mais il s'est blessé en tombant."
colonel,colonel,Le colonel a donné des ordres à ses troupes avant l'intervention.
secret,secret,Elle a gardé son projet de surprise comme un secret.
honte,shame,Elle a ressenti de la honte après avoir fait cette erreur.
dégager,to clear or to release,Il a fallu dégager le chemin après la tempête de neige.
armée,army,L'armée est prête à défendre le pays.
filer,to spin / to run away,Il a décidé de filer avant que la pluie ne commence.
risquer,to risk,Il ne faut pas risquer sa santé en négligeant les régimes alimentaires.
mener,to lead,Il est important de mener une équipe avec confiance.
fleur,flower,J'ai acheté une belle fleur pour ma mère.
attaquer,attack,Les soldats ont décidé d'attaquer au lever du soleil.
coin,corner,Le chat est assis dans le coin de la pièce.
prince,prince,Le prince a sauvé le royaume d'une grande menace.
pire,worse,La situation est pire qu'hier.
bordel,mess,"C'est un vrai bordel dans ma chambre, je dois faire du rangement."
répéter,repeat,Je dois répéter mes leçons avant l'examen.
signer,to sign,Elle va signer le contrat demain.
ficher,file,Je dois ficher tous les documents importants dans l’armoire.
mériter,deserve,Elle mérite cette récompense pour tous ses efforts.
rejoindre,to join,Je vais rejoindre mes amis au café ce soir.
pourtant,however,"Il pleuvait, pourtant nous avons décidé d'aller nous promener."
avancer,to move forward,Nous devons avancer ensemble pour atteindre notre objectif.
connerie,nonsense,Je ne supporte pas toutes ces conneries qu'on entend à la télé.
reposer,to rest,"Après une longue journée de travail, j'aime me reposer sur le canapé."
échapper,escape,Il a réussi à échapper à ses poursuivants dans la forêt.
forme,shape,La forme de cette sculpture est vraiment unique.
bruit,noise,Le bruit de la circulation m'empêche de dormir.
chacun,each one,Chacun doit apporter sa propre lunch.
diable,devil,Il a dit qu'il avait vendu son âme au diable.
charger,to load,Je dois charger mes bagages dans la voiture.
ennemi,enemy,Il a toujours considéré cet homme comme son ennemi.
debout,standing,Il est resté debout pendant toute la réunion.
trou,hole,Il y a un trou dans le sol du jardin.
oser,to dare,Elle n'ose pas lui dire ce qu'elle pense.
doux,sweet,Ce gâteau a un goût doux et délicieux.
regretter,to regret,Je commence à regretter ma décision de partir si tôt.
enfer,hell,"Après une vie de souffrances, il croyait qu'il irait en enfer."
prouver,to prove,Il doit prouver qu'il a raison avant de convaincre les autres.
boîte,box,J'ai mis les jouets dans une boîte.
éviter,avoid,Il est important d'éviter les aliments malsains pour rester en bonne santé.
salaud,bastard,Ce salaud m'a trahi quand j'avais le plus besoin de lui.
conseil,advice,Je te donne un conseil: ne procrastine pas.
plaisanter,to joke,Il aime plaisanter avec ses amis pendant les soirées.
autour,around,Les enfants jouent autour de l'arbre dans le parc.
exact,exact,Ce calcul est exact et ne laisse aucune place au doute.
virer,"to turn (or to transfer, depending on context)",Je vais virer à gauche au prochain carrefour.
supporter,to support,J'aime supporter mon équipe de football chaque week-end.
régler,to settle / to adjust,Je dois régler mes factures avant la fin du mois.
doigt,finger,Elle s'est coupé le doigt en cuisinant.
bas,low,Le niveau de l'eau dans le lac est bas cette année.
mission,mission,La mission de l'équipe est de sauver l'environnement.
créer,create,Elle veut créer une œuvre d'art inspirante.
chanson,song,J'ai écouté une belle chanson à la radio ce matin.
pote,buddy,Mon pote et moi allons au cinéma ce soir.
surveiller,to monitor,Je dois surveiller mes enfants pendant qu'ils jouent dans le parc.
robe,dress,Elle a acheté une belle robe pour la fête.
moyen,means,Il existe plusieurs moyens de résoudre ce problème.
sympa,nice,Il est vraiment sympa de nous aider avec ce projet.
vaisseau,vessel,Le vaisseau spatial a décollé avec succès.
coûter,to cost,Combien cela va-t-il coûter ?
poste,position,J'ai postulé pour un poste dans une grande entreprise.
compris,understood,J'ai enfin compris le problème après l'explication.
parier,to bet,Je vais parier sur le prochain match de football.
arbre,tree,Le vieux arbre dans le parc est magnifique au printemps.
selon,according to,"Selon l'expert, nous devrions nous préparer à de possibles changements climatiques."
intérêt,interest,J'ai un grand intérêt pour la musique classique.
lieutenant,lieutenant,Le lieutenant a dirigé ses troupes avec bravoure pendant la bataille.
appartenir,to belong,Ce livre appartient à ma sœur.
remarquer,to notice,J'ai remarqué que le ciel était devenu plus sombre.
rater,to miss / to fail,J'ai raté mon examen de mathématiques.
retirer,withdraw,Je vais retirer de l'argent au guichet.
bord,edge,Elle s'est assise au bord de la rivière.
tenter,to try,J'ai décidé de tenter ma chance au concours.
liberté,freedom,La liberté est un droit fondamental de chaque être humain.
règle,rule,Il est important de suivre la règle pour réussir dans cette classe.
banque,bank,Je vais à la banque pour déposer mon chèque.
merveilleux,wonderful,C'était un moment merveilleux que je n'oublierai jamais.
fier,proud,Je suis fier de mes réalisations.
classe,class,Nous avons une classe de mathématiques cet après-midi.
dossier,file,J'ai besoin de trouver le dossier contenant les documents importants.
ressentir,to feel,Je ressens de la joie lorsque je passe du temps avec ma famille.
défendre,defend,Il est important de défendre ses droits.
but,goal,Son but est de terminer la course en première position.
bande,band,La bande de musique joue au festival chaque été.
l,the,L'oiseau chante dans l'arbre.
prévoir,foresee,Nous devons prévoir les problèmes avant qu'ils ne surviennent.
celui-là,that one,Je préfère celui-là à tous les autres.
haut,high,La montagne est très haute et offre une vue magnifique.
camarade,comrade,Mon camarade et moi avons travaillé ensemble sur le projet.
douter,doubt,Je commence à douter de ma décision.
recherche,research,Nous avons besoin de plus de temps pour terminer notre recherche sur ce sujet.
