fromage,cheese,J'aime accompagner mon pain frais avec du fromage.
garer,to park,Je gare ma voiture devant le supermarché.
lâche,coward,Il est tellement lâche qu'il refuse d'affronter ses problèmes.
cuisiner,to cook,Je cuisine un délicieux repas.
poème,poem,J'ai lu un poème émouvant lors de la soirée littéraire.
cogner,to knock,Je cogne à la porte pour annoncer mon arrivée.
rayon,ray,Le rayon de soleil inonde la pièce.
taule,jail,"Après son arrestation, il a passé plusieurs mois en taule."
souffle,breath,"Après la course, je pouvais à peine reprendre mon souffle."
permis,license,J'ai obtenu mon permis de conduire la semaine dernière.
exagérer,to exaggerate,Je n'exagère jamais les faits.
flamme,flame,La flamme de la cheminée réchauffait la pièce pendant la soirée d'hiver.
insulter,to insult,Je n'insulte jamais personne.
magique,magical,La soirée était vraiment magique.
repasser,to iron,Je repasse ma chemise avant de partir.
fantastique,fantastic,Ce film est fantastique.
autrefois,formerly,"Autrefois, j'habitais dans un petit village paisible."
facilement,easily,Je résous facilement les problèmes de mathématiques.
sexy,sexy,Je trouve cette robe vraiment sexy.
sensible,sensitive,Je suis très sensible aux critiques.
atterrir,to land,Je viens d'atterrir à l'aéroport de Charles de Gaulle.
directement,directly,Je vais directement à la réunion.
tuyau,pipe,Le plombier a remplacé le tuyau défectueux hier.
barrer,"to bar, to block",Je barre la porte d'entrée pour empêcher les intrus d'entrer.
méfier,mistrust,Je me méfie souvent des gens qui promettent monts et merveilles.
italien,Italian,Le design italien est apprécié dans le monde entier.
demi-heure,half an hour,J'ai attendu pendant une demi-heure avant que le bus n'arrive.
f,F,La lettre F est la sixième lettre de l'alphabet.
sain,healthy,Je mène une vie saine.
tendre,to stretch,Je tends la main pour attraper le livre sur l'étagère.
pari,bet,J'ai placé un pari sur le résultat du match.
maîtresse,mistress,La maîtresse lit une histoire aux élèves.
asile,asylum,Les réfugiés ont demandé l'asile dans un pays sûr.
inspirer,to inspire,Je m'inspire de la nature pour créer mes œuvres.
divin,divine,Ce gâteau est divin.
v,v,"Le ""v"" se trouve dans le mot ""vitesse""."
armé,armed,Je suis armé pour défendre la justice.
boutique,shop,Je vais à la boutique pour acheter un cadeau.
hop,hop,"Hop, je saute par-dessus la flaque."
secteur,sector,Le secteur de la technologie évolue rapidement.
embarquer,to board,Vous embarquez dans l'avion dès maintenant.
rapidement,Quickly,Il court rapidement vers la gare.
lentement,slowly,Il conduit lentement pour rester en sécurité sur la route.
déchirer,tear,Je déchire souvent mes vieilles affiches pour créer un collage.
poitrine,chest,J'ai ressenti une douleur dans ma poitrine après le jogging.
salaire,Salary,Mon salaire est versé chaque mois.
baigner,to bathe,Je me baigne dans la mer pendant l'été.
bite,dick,"Je trouve inapproprié d'employer le mot ""bite"" dans une conversation formelle."
réaction,reaction,Ma réaction a été de réfléchir avant d'agir.
otage,hostage,Les autorités ont finalement libéré l'otage après de longues négociations.
colline,hill,Je gravis la colline pour profiter de la vue panoramique.
épargner,to save,J'épargne chaque mois pour mes vacances.
télévision,television,Je regarde souvent la télévision le soir.
établir,establish,J'établis un plan pour développer l'entreprise.
principe,principle,"""Le principe de respect mutuel est essentiel dans une communauté."""
traître,traitor,Il est considéré comme un traître par ses anciens amis.
futur,future,Le futur nous réserve de belles surprises.
émotion,emotion,Je ressens une forte émotion en regardant ce film.
monseigneur,My lord,"Monseigneur, je vous remercie de votre sagesse et de votre guidance."
tien,yours,Ce livre est tien.
explosion,explosion,Le bruit de l'explosion fut terrifiant et fit trembler tout le quartier.
dette,debt,La dette étudiante a augmenté en raison des frais de scolarité élevés.
vomir,to vomit,Je vomis quand je sens que ma tête tourne.
jeudi,Thursday,"Jeudi, je vais au cinéma."
vierge,virgin,La Vierge Marie occupe une place centrale dans l'iconographie chrétienne.
rassembler,to gather,Je rassemble mes idées pour préparer ma présentation.
adorable,adorable,Cette petite fille est vraiment adorable.
abri,shelter,Nous avons trouvé un abri sûr pendant l'orage.
chant,song,J'écoute le chant des oiseaux chaque matin.
raccompagner,to escort (to see someone off),Je raccompagne mon ami à la gare.
prénom,first name,Mon prénom est Camille.
possibilité,possibility,Je considère chaque possibilité comme une opportunité d'apprendre.
lampe,lamp,La lampe sur mon bureau éclaire parfaitement ma lecture.
comparer,to compare,Je compare les prix des produits avant d'acheter.
portrait,portrait,Le portrait de ma grand-mère orne le mur du salon.
supérieur,superior,La qualité de ce produit est supérieure à celle des autres.
copie,copy,J'ai besoin d'une copie de ce document.
sourd,deaf,"Mon ami est sourd, mais il écoute très attentivement."
fournir,provide,Je fournis les documents requis pour la réunion.
sacrifier,to sacrifice,Je sacrifie souvent mon temps libre pour aider ma communauté.
débarquer,to disembark,Je débarque du bateau après une longue traversée.
magie,magic,La magie de ce spectacle émerveille toujours le public.
pub,advertisement,J'ai regardé une pub amusante à la télévision hier soir.
période,period,La période estivale est idéale pour se détendre.
abruti,idiot,Tu es un abruti.
serviette,towel,Je me sèche avec ma serviette après la douche.
semblant,appearance,Il affichait un semblant de sérénité malgré le chaos ambiant.
empereur,Emperor,L'empereur a régné pendant de nombreuses années sur un vaste empire.
passeport,passport,N'oublie pas de vérifier ton passeport avant le voyage.
torturer,to torture,"Je ne torture jamais personne, car la violence ne résout rien."
extérieur,exterior,Le jardin extérieur de l'hôtel offre une vue imprenable sur la mer.
info,information,J'ai regardé une info intéressante à la télévision ce matin.
jouet,toy,J'aime beaucoup ce jouet.
pointer,to point,Je pointe vers le tableau pour montrer l'information importante.
inscrire,to register,Je m'inscris à un cours de français.
lutter,to fight,Je lutte contre l'injustice.
tienne,yours,La voiture est tienne.
épuiser,to exhaust,Vous épuisez vos forces en ne prenant jamais de pauses.
meurtrier,murderer,Le meurtrier a été arrêté par la police la semaine dernière.
ascenseur,elevator,L'ascenseur de l'immeuble est en panne ce matin.
furieux,furious,Il est furieux contre l'injustice.
