personnellement,personally,"Personnellement, je préfère rester chez moi."
défaut,defect,Ce produit présente un défaut qui affecte sa qualité.
loger,to lodge,Je loge chez un ami pendant les vacances.
messe,mass,Nous allons à la messe chaque dimanche.
bougie,candle,J'allume une bougie pour créer une ambiance chaleureuse.
ivre,drunk,"Après la fête, il était complètement ivre."
ouverture,opening,L'ouverture de la nouvelle exposition a attiré de nombreux visiteurs.
cage,cage,L'oiseau est dans sa cage.
suffisamment,sufficiently,J'ai suffisamment étudié pour réussir mon examen.
consacrer,dedicate,Je consacre chaque jour un moment à la méditation.
invitation,invitation,J'ai accepté l'invitation à dîner ce soir.
réellement,really,Je suis réellement heureux de vous rencontrer.
aïe,ouch,"Aïe, je viens de me cogner le coude contre la table."
parking,parking lot,Le parking est complet ce soir.
araignée,spider,L'araignée tisse sa toile.
final,final,Le match final aura lieu samedi.
opposer,to oppose,Je m'oppose fermement à cette décision.
éternité,eternity,Je crois en l'éternité de l'amour.
communication,communication,La communication entre collègues est essentielle pour un bon environnement de travail.
métro,subway,Je prends le métro tous les jours pour aller au travail.
mental,mental,Prendre soin de sa santé mentale est essentiel pour vivre heureux.
central,central,Le rôle central de ce projet est de renforcer la collaboration entre les équipes.
culotte,panties,J'ai acheté une nouvelle culotte hier pour compléter ma garde-robe.
dessous,underneath,Le chat se cache dessous la table.
bâton,stick,J'ai ramassé un bâton dans le parc pendant ma promenade.
local,premises,Ce local a été rénové pour accueillir un nouveau café.
pourri,rotten,Le fruit est pourri.
tireur,shooter,Le tireur a visé la cible avec précision.
appart,apartment,J'ai trouvé un charmant appart dans un quartier animé.
branche,branch,L'oiseau s'est posé sur la branche de l'arbre.
coïncidence,coincidence,C'est une étrange coïncidence que nous nous soyons rencontrés ici.
éclairer,to illuminate,Je vais éclairer la pièce avec une lampe.
toile,canvas,Je peins sur une toile de lin pour mon exposition.
ruine,ruin,La ruine du château attire de nombreux visiteurs.
cravate,tie,J'ai acheté une nouvelle cravate pour l'entretien d'embauche.
portefeuille,wallet,J'ai laissé mon portefeuille sur la table ce matin.
appliquer,to apply,J'applique la nouvelle méthode d'étude chaque soir.
bonté,goodness,La bonté de Marie illumine la vie de tous ceux qu'elle rencontre.
dresser,to set up,Je dresse la table pour le dîner.
elle-même,herself,Elle a réparé la voiture elle-même.
redevenir,to become again,Je redeviens moi-même après chaque défi surmonté.
angoisse,Anguish,Je ressens une profonde angoisse en pensant à l'avenir.
casier,locker,J'ai rangé mes affaires dans mon casier à l'école.
bible,Bible,Je lis la Bible chaque dimanche.
démissionner,resign,Je démissionne de mon poste aujourd'hui.
envier,to envy,Je t'envie pour ton talent exceptionnel.
prime,bonus,J'ai reçu une prime pour mon travail exceptionnel.
pension,pension,Mon grand-père reçoit une pension de retraite chaque mois.
plaisanterie,joke,Cette plaisanterie a fait sourire tout le monde lors du dîner.
vertu,virtue,Elle incarne la vertu dans toutes ses actions.
pasteur,Pastor,Le pasteur a guidé sa congrégation avec dévotion pendant la messe de dimanche.
stylo,pen,J'ai acheté un nouveau stylo pour écrire mes notes.
candidat,candidate,Le candidat a expliqué son programme lors de la réunion.
choper,to catch,Je chopes souvent le métro à l'heure.
capturer,to capture,Je capture le moment magique de ce coucher de soleil.
apparence,appearance,Son apparence élégante impressionne tout le monde.
bol,bowl,J'utilise un bol pour ma soupe.
évacuer,evacuate,J'évacue le bâtiment lorsqu'une alarme retentit.
technologie,technology,La technologie moderne facilite notre vie quotidienne.
suffisant,sufficient,Je trouve que ce délai est suffisant pour terminer le travail.
saleté,Dirt,La saleté qui se trouve sur le plancher montre qu’il est temps de nettoyer.
guide,guide,Le guide nous a montré les monuments historiques de la ville.
milliard,billion,Il y a un milliard d'étoiles dans l'univers.
poing,Fist,Je serre mon poing quand je suis en colère.
citer,to quote,Je cite un extrait célèbre lors de mon discours.
salir,to dirty,Je ne veux pas salir mes vêtements.
soumettre,to submit,Je soumets mon projet à l’équipe pour révision.
célébrer,to celebrate,Je célèbre mon anniversaire chaque année.
exécution,execution,Je surveille attentivement l'exécution du plan.
gang,gang,Le gang a pris le contrôle du quartier.
ministère,ministry,Je travaille au ministère de la Santé.
réception,reception,La réception de l'hôtel était très élégante.
injuste,Unfair,Ce jugement est vraiment injuste.
sommet,summit,Le sommet de la montagne offre une vue spectaculaire sur la vallée.
préoccuper,to worry,Je me préoccupe de la santé de mes proches.
trouille,fear,J'ai eu la trouille quand j'ai entendu un bruit étrange dans le grenier.
ralentir,slow down,Je ralentis en approchant de l'intersection.
tube,tube,Le technicien a coupé un tube en PVC pour installer le nouveau système de plomberie.
reçu,received,J'ai reçu un colis ce matin.
envahir,invade,J'envahis les terres inconnues avec détermination.
miel,honey,J'aime ajouter du miel dans mon thé le matin.
racheter,to buy back,Je rachète la voiture que j'avais vendue l'année dernière.
fondre,to melt,Je fonds le chocolat dans la casserole.
thème,theme,Le thème de la conférence était l'innovation.
épisode,episode,Le dernier épisode de la série était particulièrement captivant.
capacité,capacity,Je suis fier de ma capacité à résoudre les problèmes difficiles.
bloc,block,Le bloc de béton a été transporté sur le chantier.
éveiller,to awaken,Je réveille l'intérêt de mes élèves avec des expériences interactives.
diplôme,Diploma,J'ai obtenu mon diplôme avec mention très bien.
mater,to watch (colloquial),Je mate le match de foot ce soir.
positif,positive,Je reste positif face aux difficultés.
sensation,sensation,Je ressens souvent une sensation de bien-être après mon jogging.
absolu,Absolute,Le pouvoir absolu dans ses mains inquiète tout le monde.
humour,humor,J'apprécie beaucoup l'humour de cet auteur.
psy,psychologist,Je consulte mon psy régulièrement pour m'aider à surmonter mes difficultés.
cendre,ash,La cendre du feu recouvrait le sol dans la forêt.
compliment,compliment,J'ai reçu un compliment inattendu ce matin sur mon style vestimentaire.
loyer,rent,Je paie mon loyer chaque mois.
entièrement,entirely,Je suis entièrement d'accord avec ce que tu as dit.
plateau,tray,Je vous apporte le plateau pour le dessert.
site,site,Ce site attirera de nombreux visiteurs cet été.
